ID	PC1	PC2	PC3	PC4
HG03108	-0.02729	0.99899	-0.42549	-1.44008
HG03109	0.03186	0.94817	-0.97148	-1.49136
HG03110	0.55811	0.20197	-1.7888	0.89831
HG03111	0.6881	0.27329	1.62557	-0.80213
HG03112	-0.45938	2.45446	0.1099	1.41557
HG03113	1.3284	-0.71113	1.57979	-0.37288
HG03114	0.44686	-0.81255	0.85762	-1.41256
HG03115	0.41627	-0.00254	-0.11476	1.71667
HG03116	0.15918	-3.0217	-0.91665	-1.68725
HG03117	0.64896	-0.88677	-0.81629	1.47445
HG03118	1.32282	-0.54718	-0.00247	0.5823
HG03119	-2.04928	0.40701	0.11953	0.4802
HG03120	0.27614	-0.59592	0.0772	-1.01012
HG03121	-2.15124	1.94345	-1.69878	0.73022
HG03122	0.74122	1.85106	1.18288	-1.17429
HG03123	0.89381	0.97364	-0.20054	-0.11886
HG03124	0.99765	0.99794	-1.59917	0.28551
HG03125	-2.02578	0.16374	-0.35243	1.71458
HG03126	-0.14134	1.37734	-0.27062	-0.67833
HG03127	-0.89581	-1.95536	0.74404	0.90202
HG03128	-3.02724	-0.86988	0.8526	-0.56882
HG03129	0.05553	-0.88434	0.69006	-0.12753
HG03130	0.68251	-0.06258	-1.6418	0.71962
HG03131	-0.78132	-1.41229	-1.34297	-2.36136
HG03132	0.51035	-0.14664	-0.16423	-0.764
HG03133	-2.31636	0.70315	0.95297	0.74431
HG03134	0.48078	0.18893	-1.08232	0.32772
HG03135	-0.29064	1.07568	-1.17618	-1.1705
HG03136	0.60775	0.30206	-0.84494	-1.6942
HG03137	-0.13104	0.92004	-1.14538	0.35191
HG03139	-0.40405	0.55099	0.12978	-1.12743
HG03157	1.82289	-0.1551	0.98045	2.00516
HG03159	0.14548	-0.01133	0.70232	-1.09853
HG03160	-1.71963	-0.5753	-0.13244	-0.40095
HG03161	-0.17272	1.16172	-0.76782	-1.3048
HG03162	0.12843	0.40688	-0.01492	-0.61553
HG03163	0.1828	0.79611	1.53045	1.46186
HG03164	-0.55586	0.22749	0.04461	0.42731
HG03166	0.79423	-0.17237	-0.34237	0.82347
HG03168	1.39979	0.64806	-0.7926	2.89705
HG03169	0.83392	-0.8335	-0.33816	0.6752
HG03170	-0.56181	-1.31581	0.29327	-0.25661
HG03172	-0.61293	-0.40893	1.98417	2.60902
HG03175	1.23782	1.32306	-1.52346	-0.69782
HG03189	1.72911	0.91488	0.44851	-0.41698
HG03190	1.39431	-0.5866	-1.87446	-0.15542
HG03191	0.5974	-0.41162	-0.79932	-2.35719
HG03193	-0.16067	-0.46966	0.18754	0.98
HG03195	-0.62697	-1.32216	0.67858	-1.69343
HG03196	-0.77501	1.54234	-2.01236	0.56366
HG03197	1.07537	0.91316	0.89334	0.40349
HG03198	-0.53743	1.4803	0.20707	-0.44846
HG03199	-0.69796	-1.79677	-0.14775	0.33097
HG03200	0.22774	-1.21891	0.3065	2.3536
HG03202	-1.35524	1.19743	1.9219	-0.60268
HG03209	-1.59373	-1.90985	0.1192	1.12451
HG03212	0.23606	0.65823	0.68424	-0.788
HG03224	0.22274	-0.25593	-0.92055	0.72931
HG03225	0.1279	0.50801	0.39835	-1.24979
HG03228	-0.83307	0.7302	-1.00615	0.22366
HG03229	0.56287	-1.13278	0.93058	1.48234
HG03230	1.52078	-1.17054	1.29207	2.05485
HG03234	-0.16713	0.70014	0.51013	0.03589
HG03235	0.58693	0.57363	0.93925	0.52482
HG03236	-2.04974	-0.4932	-1.21792	-1.79884
HG03237	0.3465	-0.92482	1.63836	-0.18879
HG03238	0.26214	-0.27165	0.1063	-0.14669
HG03239	0.13656	-0.99183	0.41073	0.34689
HG03240	1.32772	1.49412	-0.713	-1.8965
HG03241	-0.3432	-1.64997	0.25019	-1.65132
HG03242	0.79812	0.19924	0.4531	-0.65668
HG03246	0.20681	0.31599	0.43598	0.50985
HG03247	-1.1269	0.83261	0.49511	-0.05757
HG03248	1.50252	-0.79432	-1.69248	-0.24513
HG03249	0.05116	-1.04373	-2.66712	0.05069
HG03250	-0.51652	-0.81942	0.01061	-0.95473
HG03251	-0.12953	-0.61584	1.21755	0.17421
HG03258	-0.47484	-0.07132	-0.41545	1.41624
HG03259	1.96541	-0.62215	0.06609	-0.28315
HG03260	0.24607	0.45256	1.62789	2.28086
HG03265	2.16033	0.71984	1.24874	0.1138
HG03267	0.12197	0.31612	0.70535	0.39527
HG03268	0.83361	2.13367	-0.44303	-0.88769
HG03269	0.70422	-0.13924	0.5875	0.07468
HG03270	-0.44158	0.10217	-0.45225	-0.5519
HG03271	-1.03179	-0.62371	-0.73152	-1.20599
HG03272	-1.1615	1.44394	-0.59427	0.31385
HG03279	2.26229	0.19149	0.27318	-2.48195
HG03280	-0.90474	2.85326	0.77978	1.84204
HG03291	0.78402	-0.74652	3.14221	-1.99733
HG03294	0.16799	0.49683	0.63688	-2.42578
HG03295	1.47122	1.28598	-0.28731	-0.46837
HG03296	0.7895	-0.68424	-0.16217	-0.29085
HG03297	0.6241	1.58754	-1.83979	0.08963
HG03298	-0.94607	-1.06799	-0.4944	-0.10517
HG03299	1.76769	-0.47542	-1.18854	0.3885
HG03300	1.5283	-1.139	-0.93425	0.6455
HG03301	0.60586	1.04605	-1.42674	0.74521
HG03302	0.05376	0.35389	0.05078	-2.3575
HG03303	-0.11725	0.08812	0.55565	0.34432
HG03304	0.29562	-0.31084	-1.09572	-0.82255
HG03305	-1.01723	2.11633	0.26467	0.95888
HG03306	0.32104	0.25912	0.61209	0.95963
HG03307	-0.18547	-0.86274	-1.45504	0.71594
HG03308	1.23723	2.03333	1.70214	0.69714
HG03309	-0.00787	0.55911	-0.44558	0.65224
HG03310	-0.70435	0.56214	1.13126	-0.61557
HG03311	-0.47419	0.40365	-0.97769	-0.6321
HG03312	2.65736	-0.84033	0.08091	-0.98746
HG03313	0.34493	-0.05076	0.18874	-0.12011
HG03314	-0.87709	-1.76613	0.09924	0.64322
HG03342	-0.28721	-1.79812	0.7929	-0.09616
HG03343	1.07544	-1.24455	0.27338	-0.53975
HG03344	-0.0615	0.00799	0.3885	2.51404
HG03350	0.0519	-0.78946	0.92604	-0.17868
HG03351	-0.74872	1.47179	0.30924	-0.8684
HG03352	0.91157	0.35748	0.93453	0.80328
HG03354	-0.89968	1.48459	-1.43697	-0.40989
HG03363	0.79281	-0.23184	-0.06852	-0.66791
HG03366	1.61602	1.58648	-0.41626	-0.29955
HG03367	-0.81918	1.11888	-1.23817	0.62672
HG03368	-0.00127	-0.14816	0.49795	0.49198
HG03369	0.78675	0.06805	-0.88656	0.59972
HG03370	-0.04095	0.7469	0.81409	-0.98205
HG03371	0.24672	-0.20744	-0.57408	-1.87439
HG03372	0.52895	0.1504	0.37469	-0.7853
HG03373	-0.95711	-0.30903	-0.50032	1.63983
HG03374	1.57957	0.80851	0.96754	-0.76638
HG03376	0.13465	1.08148	-2.83239	0.26143
HG03378	0.71451	-0.37749	-0.26888	0.05135
HG03380	-0.66138	0.36195	1.45033	1.55108
HG03382	-0.68435	0.19056	0.12919	-0.09887
HG03385	1.57799	0.68889	0.74064	-0.28381
HG03388	-1.21427	1.48932	0.72549	0.63614
HG03391	0.03957	-0.66474	-0.6829	-0.56544
HG03394	0.37965	2.09058	-0.61128	0.47739
HG03397	-1.0857	0.95176	-0.45122	-1.21547
HG03401	-0.29566	-0.37741	0.23915	-0.82912
HG03410	0.19551	-1.07316	-0.13252	-0.67597
HG03419	-1.09622	0.63748	0.00996	-0.34293
HG03428	-0.29283	-0.38626	-0.51429	-1.62219
HG03432	-0.19449	-1.18626	0.24303	-0.09414
HG03433	1.55648	1.72679	0.63928	0.73374
HG03436	0.20815	-0.58503	0.88227	1.80212
HG03437	1.06746	0.23956	-0.58197	-2.11399
HG03438	-1.2001	-1.00567	-1.38563	-0.52019
HG03439	-1.31699	-0.10354	0.5968	-0.11837
HG03442	0.30241	0.07287	0.27139	0.10323
HG03445	1.3848	0.16663	-0.22247	-0.12395
HG03446	-0.8819	-0.6358	0.89352	-1.15404
HG03449	-0.70036	-0.72041	0.58542	-1.82096
HG03451	-1.55149	0.13063	0.86055	0.93768
HG03452	1.11427	-1.42064	0.16004	-1.16572
HG03453	1.88737	-0.47995	-0.15147	-0.67928
HG03454	-0.16683	-0.7871	0.06249	-0.41289
HG03455	0.14595	-0.52182	0.38142	1.2927
HG03456	1.17242	0.34261	1.02055	-0.94875
HG03457	0.63368	-0.27156	-0.4621	-1.16985
HG03458	-0.08689	-1.61996	-0.43566	-1.35116
HG03460	-0.4669	0.19587	-1.35517	-0.77146
HG03461	1.20855	-0.76168	-0.06364	-0.65097
HG03464	-0.22086	-0.94029	-0.86397	-1.13732
HG03469	1.79731	-0.9844	1.32129	-0.14258
HG03470	-2.28857	-0.91288	-1.97475	0.53996
HG03472	0.10255	-0.77885	0.22979	-0.99291
HG03473	1.57429	0.95515	0.95025	1.31447
HG03476	-1.29571	-0.13434	0.44908	0.03118
HG03478	1.22279	-0.32529	1.39966	-0.66164
HG03479	0.46759	0.7495	0.95719	0.79619
HG03480	-0.68484	0.53084	1.55672	-2.90745
HG03484	-1.10856	-1.01321	0.23191	1.545
HG03485	1.5506	0.59793	-0.95961	0.17795
HG03486	-0.59173	0.39927	0.82353	2.91128
HG03487	1.39671	-0.93381	-0.77557	-0.59957
HG03488	-0.91741	0.64483	-0.32191	1.3691
HG03489	1.06802	-1.7135	-0.14172	0.56891
HG03490	-0.00335	-0.79436	-0.43152	-2.11539
HG03491	0.8247	-1.18743	-1.42281	-0.60159
HG03492	1.42073	-1.42092	-0.10838	1.38956
HG03499	-0.69784	-0.23118	-0.62449	1.04789
HG03511	-1.76969	-0.75303	0.64195	0.85542
HG03514	1.35236	-3.26731	-1.23555	0.87639
HG03515	2.19458	-0.17518	-2.43291	0.29023
HG03516	1.48545	1.33622	-1.61926	-0.02176
HG03517	-0.7795	0.65614	1.26722	0.14935
HG03518	1.43468	-0.91359	0.92125	-0.38767
HG03519	-0.16856	1.2717	0.71074	-1.68136
HG03520	0.00982	-1.36031	2.27029	-1.19711
HG03521	-0.10809	-0.54987	1.25089	0.79629
HG03522	-0.56287	0.45465	-0.39855	-0.70978
HG03538	-0.61381	-1.21268	-1.22793	0.38205
HG03539	-1.29492	-0.81053	1.66214	0.01375
HG03540	0.29193	0.34808	0.46801	-0.14853
HG03547	1.6749	-0.07583	1.36706	0.29817
HG03548	-1.72255	-1.12205	0.38221	-0.44656
HG03556	-0.65063	1.11401	0.22978	1.13919
HG03557	0.41701	1.83516	-0.25628	1.10143
HG03558	1.08599	-0.48603	-0.82347	0.82811
HG03559	1.22525	1.15421	0.60214	-1.44812
HG03563	0.12719	0.66357	-2.57407	-0.42309
HG03565	0.74051	0.32634	-0.11031	0.54032
HG03567	-0.03675	-1.56233	-0.61825	1.4208
HG03571	-2.08086	-1.11663	0.41228	-0.62957
HG03572	0.01394	0.07154	0.03317	-0.57213
HG03574	0.52898	-0.74823	-1.68172	1.30782
HG03575	-0.00413	0.06054	0.4765	-0.70475
HG03576	0.7541	0.30024	0.81228	-0.03767
HG03577	0.5996	-2.20637	-2.06725	0.39478
HG03578	-0.85712	1.48124	-0.01274	0.47742
HG03579	1.63343	0.83238	0.73876	0.64666
HG03582	-0.68089	-1.67226	-0.39274	-0.13502
HG03583	0.60267	-0.57521	-2.4281	-0.41392
HG03584	0.72281	-0.30288	0.20762	2.2195
HG03585	0.50921	-0.72791	0.31818	-0.83479
HG03589	-1.21865	-1.74046	-0.11675	-0.37601
HG03593	-0.79293	0.6863	0.18673	1.06163
HG03594	-0.4901	-0.90143	-2.33598	-1.24169
HG03595	-0.38603	-1.61107	1.18579	0.36568
HG03596	0.11734	-0.34118	0.28194	0.47645
HG03598	-0.9534	-0.49763	0.26352	0.43936
HG03600	0.27727	-0.10072	-0.20576	0.38216
HG03603	-1.6025	0.4939	-0.60508	0.16369
HG03604	0.83334	0.9402	-1.29797	1.06595
HG03605	-1.16789	0.5282	-0.36819	1.44107
HG03606	-0.44345	0.66231	0.16041	1.26063
HG03607	-0.69118	-2.02792	-1.07249	0.213
HG03611	0.19405	-0.76651	-0.79188	0.47759
HG03615	-1.04826	-0.44491	0.59019	-0.60892
HG03616	0.18508	0.22509	-0.3247	0.54055
HG03617	0.86298	-0.66448	-0.6899	-0.66652
HG03618	-1.08003	0.53663	-3.13751	0.83374
HG03619	-0.70137	0.39463	0.02012	0.49246
HG03620	-0.43535	0.82322	0.82087	-1.44555
HG03624	-0.17347	-0.15851	0.92668	0.0233
HG03625	1.46949	-0.34002	0.57098	1.91455
HG03626	-0.0023	-1.15436	-0.90793	-0.16246
HG03629	-1.08298	-0.99472	-2.10968	-0.30189
HG03631	-0.29846	0.07835	1.44301	-0.26999
HG03633	0.11075	-2.24694	-0.34196	1.50548
HG03634	-0.76627	-0.1094	-0.89608	-0.79044
HG03635	0.06812	0.74818	-2.36739	0.40687
HG03636	-0.02147	-0.60318	2.5655	0.4353
HG03639	0.3339	-0.9835	1.76557	-1.60319
HG03640	1.6151	-0.23714	0.32433	-0.73604
HG03641	-0.63197	-0.70167	-2.18854	0.61771
HG03642	-2.18633	0.665	-1.75745	1.31718
HG03643	0.88825	2.22937	-1.77816	0.21697
HG03644	0.73717	-1.57286	-1.53462	1.28905
HG03645	-0.37281	-0.69241	-0.87635	1.51561
HG03646	-0.14906	0.53598	0.45596	-0.75177
HG03649	0.68999	0.4738	0.09062	-0.61534
HG03650	-0.10653	0.21883	1.31473	0.36468
HG03651	1.74064	-0.13775	0.24893	-0.10598
HG03652	0.42241	0.25532	2.24249	0.75338
HG03653	0.55527	-3.14188	0.65208	-0.21851
HG03654	0.7628	-1.05958	0.05778	-1.1687
HG03660	-0.00941	1.50536	2.04097	1.37341
HG03663	-0.19722	1.18946	0.46012	-0.63595
HG03667	-0.24413	-1.52262	-0.56958	0.01573
HG03668	-0.68634	-1.0392	0.71614	1.00759
HG03669	-0.40646	0.88891	2.30114	1.17159
HG03672	-0.40489	-2.28085	-1.89915	0.49417
HG03673	-1.07914	-0.67457	-0.19834	-0.1029
HG03679	-0.20816	0.57392	0.37346	2.43355
HG03680	-0.37911	1.00213	0.94885	-0.23696
HG03681	-0.36007	-0.58832	-0.62788	1.99149
HG03682	0.41142	0.56431	-1.66283	-0.36251
HG03683	-0.60969	0.44696	0.71579	1.03336
HG03684	-1.2665	0.44821	-0.32116	0.82749
HG03685	-0.31235	0.98316	0.06753	0.74261
HG03686	0.58571	1.87025	0.17804	-0.67875
HG03687	-0.08742	0.48814	-0.04782	-0.66841
HG03688	1.40622	0.39737	-1.46006	0.53631
HG03689	-0.94346	1.07766	-0.88962	-0.10088
HG03690	-0.64528	0.13078	-1.1789	1.30109
HG03691	1.26879	-1.19409	0.51678	-2.26139
HG03692	1.33517	0.3779	1.92241	-0.36186
HG03693	1.03386	-0.63489	0.82582	1.07892
HG03694	-0.06439	-0.09272	-0.31524	-0.00051
HG03695	-1.07412	1.21452	1.40161	1.58613
HG03696	0.51014	-1.47087	0.69061	0.1652
HG03697	0.54647	-0.57803	0.27253	-1.18911
HG03698	-1.09347	0.62697	0.05826	1.06291
HG03699	1.67786	0.64092	0.12259	0.25832
HG03700	-0.16936	0.93677	-2.05281	-0.93686
HG03701	-0.33775	0.57397	-0.43093	1.89648
HG03702	0.72399	-1.39325	2.29829	1.14907
HG03703	0.33293	-1.29135	-0.81938	0.32713
HG03704	-0.11917	-0.85722	0.6115	0.8016
HG03705	-0.41711	1.65736	1.65538	-2.44173
HG03706	0.5463	1.0419	-1.05749	-1.53711
HG03707	0.97246	-0.98657	-0.99575	-0.70313
HG03708	-0.63934	1.2677	-0.0625	0.85662
HG03709	-1.50121	0.11018	-2.77106	-1.07378
HG03710	1.45065	0.32183	-1.1992	-0.41805
HG03711	1.55672	1.07847	-0.44343	-1.37618
HG03713	0.94392	0.8235	0.11163	-0.26707
HG03714	0.25147	2.41412	1.44515	0.59945
HG03716	-0.16716	-0.80001	0.52771	-0.28268
HG03717	1.28792	1.1571	0.7439	1.99492
HG03718	-0.23542	-0.14955	0.22005	-0.96659
HG03719	0.39912	1.16226	-0.05891	-0.56412
HG03720	-0.77868	-0.0555	-0.17949	-0.80418
HG03721	0.83294	1.00434	-1.27289	-0.79125
HG03722	1.2722	-0.13045	0.7243	0.00968
HG03725	0.05089	-1.10339	-0.6792	-0.77208
HG03727	0.61205	-1.84251	0.82496	-1.67593
HG03729	0.6895	1.37879	0.19646	2.96638
HG03730	-0.96056	-0.03954	0.90169	-0.45479
HG03731	-0.80407	0.04548	-0.89905	0.23498
HG03732	0.29724	-1.05507	-0.15149	-0.43543
HG03733	1.0351	-0.87541	-0.00619	-0.16111
HG03736	-0.1558	0.06352	-0.9928	-0.10271
HG03738	-0.85199	-0.02269	1.14542	0.26462
HG03740	0.07113	0.227	0.03518	-1.59297
HG03741	-0.12855	0.87777	0.27404	0.0494
HG03742	-0.56464	2.61796	0.98135	-0.09522
HG03743	-1.45381	-0.1969	-0.59858	1.06861
HG03744	0.44651	0.26951	0.5587	0.16722
HG03745	0.46035	-0.16036	-1.59611	1.40221
HG03746	0.16668	-0.48693	-0.31862	-0.50401
HG03750	-0.20166	-0.34654	1.91161	0.2301
HG03752	0.82072	1.22646	-0.058	-0.74048
HG03753	0.10979	-1.56761	-1.44457	1.42897
HG03754	0.88871	0.70256	-1.11858	0.01274
HG03755	-0.28197	-0.7648	-0.87774	-0.90323
HG03756	-0.07454	0.29763	1.74596	-0.81099
HG03757	0.45654	1.35766	0.44525	1.03978
HG03760	0.7395	-0.40007	0.99012	-0.28484
HG03761	-1.75175	1.17604	0.55184	0.53852
HG03762	1.25728	-0.44072	0.12408	-0.10713
HG03763	-0.19164	0.8288	1.17169	-0.09822
HG03765	-0.1879	-1.82727	1.18515	-0.67012
HG03767	-0.22209	1.02184	-2.37376	0.26853
HG03770	-0.16365	-0.93191	0.14209	-0.58865
HG03771	0.57289	0.63	1.29922	0.78879
HG03772	-0.17741	-0.11612	-0.07684	-0.20455
HG03773	2.28934	0.1528	0.37948	0.29712
HG03774	0.21711	-0.115	0.27503	0.96548
HG03775	-0.34321	-1.0814	-1.95529	2.43027
HG03777	0.65024	-0.15843	-0.42145	1.62259
HG03778	-0.9029	-2.02687	0.68234	-1.0147
HG03779	1.08418	0.81438	0.74416	0.87904
HG03780	2.21438	-0.10415	0.71013	-1.1103
HG03781	-0.23897	-0.52237	0.92594	0.47761
HG03782	0.87589	-0.04676	-1.30758	-0.35173
HG03784	0.06334	-0.78118	-1.59521	-1.56723
HG03785	0.05295	1.60847	-0.24619	0.98473
HG03786	-0.1929	-0.45244	0.93727	-0.10747
HG03787	0.27413	0.22847	0.36558	-0.53874
HG03788	0.0155	-0.58094	-0.23671	0.16048
HG03789	0.12623	0.67341	-0.45824	-1.02685
HG03790	-0.29335	0.57345	1.14736	-0.76835
HG03792	-0.43478	0.74437	-0.07642	-0.96529
HG03793	-0.22036	-0.94234	-0.19009	0.60574
HG03794	-2.30836	1.42003	1.15974	-1.935
HG03795	0.24188	0.6769	-0.29473	-1.57561
HG03796	-1.39919	-1.08527	-1.27186	-0.74617
HG03797	0.05439	-0.05267	-0.2513	-0.39532
HG03798	0.113	-0.49355	0.19899	0.25862
HG03799	-2.01093	0.01302	-0.402	-0.74249
HG03800	0.86102	-0.31743	-0.10177	-0.23671
HG03801	0.56297	-0.96875	1.44178	-0.21329
HG03802	0.24397	-0.31895	-0.02912	1.58606
HG03803	-0.14888	-0.75983	-0.80747	0.03196
HG03804	0.25188	-1.14654	-0.59114	0.4596
HG03805	0.23633	0.10161	-0.88254	-0.94265
HG03806	0.46755	0.91762	1.30905	-1.17728
HG03807	0.61914	0.55481	-0.17767	0.13746
HG03808	-1.94452	-1.05353	0.07039	-1.63075
HG03809	1.03793	0.23612	0.39075	-0.1475
HG03812	-0.71597	0.26946	0.87222	0.599
HG03814	0.17593	-0.67627	0.49779	-0.69714
HG03815	-1.04119	0.37675	-0.56399	-0.34133
HG03816	0.33167	-0.75282	-0.04152	-0.92081
HG03817	-1.86025	2.63081	-0.48272	-0.91459
HG03821	1.07646	-1.49041	-0.16319	-1.0059
HG03823	0.99898	0.78501	1.33364	0.04876
HG03824	-0.23119	1.55973	0.28125	-1.4031
HG03825	-1.02864	-1.04847	0.49182	2.28663
HG03826	-0.68096	-2.75452	1.12717	-1.77829
HG03829	0.21811	2.57405	0.20598	1.85508
HG03830	0.311	-2.14401	-1.29399	0.52835
HG03831	-1.85081	0.81524	0.3278	-1.88298
HG03832	0.03432	1.38536	-0.83237	1.83163
HG03833	0.27175	0.41207	-0.55185	-0.79434
HG03834	-0.89037	-0.37268	1.28347	0.32191
HG03836	0.52688	0.43328	-0.32825	0.18633
HG03837	0.14724	-2.37191	0.75183	1.05016
HG03838	-0.42141	-2.09276	-0.37807	1.65634
HG03844	0.40379	-0.18946	0.36434	0.13382
HG03846	0.32155	-1.28475	-0.15575	-0.95876
HG03848	1.26669	0.92804	1.11858	1.60674
HG03849	1.02082	0.03943	0.30087	-0.16402
HG03850	-1.53725	-0.2544	-1.49547	-0.15631
HG03851	1.82025	0.82444	-0.28892	-0.09329
HG03854	1.72019	0.71065	0.61257	-0.43705
HG03856	0.0707	-1.1144	-0.9965	0.35532
HG03857	-0.27929	0.64825	-0.68727	-0.13408
HG03858	1.73986	-0.37828	-0.52304	-0.35892
HG03861	-0.58645	-0.47082	-0.6769	-0.24802
HG03862	1.09223	-0.05883	0.32248	1.09801
HG03863	-0.59018	-0.36516	0.27221	-0.85434
HG03864	0.86361	2.28196	0.2163	-0.55002
HG03866	-1.08433	-0.08721	0.73138	-0.59748
HG03867	-0.27507	2.31289	1.17387	-1.07801
HG03868	-0.59081	0.51463	-0.9232	-0.56209
HG03869	0.75808	0.65943	-0.44806	-1.25583
HG03870	-0.49361	0.94616	0.38199	1.31784
HG03871	-1.01304	0.47476	-1.32713	1.1753
HG03872	-0.89536	0.45238	-0.00524	0.89953
HG03873	-1.07463	1.80664	-0.60916	1.84308
HG03874	1.21128	-1.8691	-0.36435	0.41127
HG03875	0.5368	-0.44792	0.95347	0.16739
HG03882	-0.849	0.5869	-1.31436	-0.6859
HG03884	0.82551	-1.01891	-0.4468	0.48289
HG03885	-0.85145	-1.05031	-1.43247	-0.77072
HG03886	0.26166	-0.23443	1.55613	0.9687
HG03887	0.16834	0.77062	-0.74331	1.12556
HG03888	2.01082	-0.18549	1.17823	-1.2322
HG03890	-0.75175	0.60274	1.12157	-0.72241
HG03894	1.02599	-0.25081	-0.5533	-0.9319
HG03895	1.69283	-0.04087	-0.03357	0.49419
HG03896	-1.21677	-1.80594	1.96402	1.65559
HG03897	-0.45334	-0.06109	1.18009	-0.96557
HG03898	0.30589	0.81197	-0.75367	-0.38504
HG03899	-0.28726	-0.09305	-0.7558	-0.65847
HG03900	-1.71967	-0.92337	1.28256	0.74287
HG03902	0.01317	1.43344	-0.0519	-0.07904
HG03904	1.15774	-0.36186	0.88518	0.47903
HG03905	0.95838	0.9661	0.50601	-0.18241
HG03906	-1.07176	-0.83374	-2.26806	0.02282
HG03907	0.66107	-0.57532	0.72376	0.86696
HG03908	-1.1162	0.51558	-0.22006	-0.1198
HG03909	-1.3096	-1.56417	-0.34484	0.69947
HG03910	-0.75244	-1.65096	-0.91833	0.06008
HG03911	-0.17409	-1.08285	0.63414	0.29239
HG03913	-1.14415	-0.57141	0.05432	-0.14072
HG03914	0.90668	0.6769	-1.03809	-0.85708
HG03915	0.43328	0.70787	-0.7924	-0.61901
HG03916	-1.04559	-0.33999	-0.07167	-0.70611
HG03917	-1.12415	1.18912	0.19321	-1.39525
HG03919	0.05431	0.18803	0.46484	1.11499
HG03920	1.28403	0.89744	1.29027	-3.07067
HG03922	2.0928	-0.40817	1.44205	0.93706
HG03925	0.3355	-1.0785	1.3379	0.01501
HG03926	-1.63744	-1.03311	1.17167	-1.27197
HG03927	-0.16529	-0.16391	0.42025	-0.34111
HG03928	-0.47216	-0.35806	-0.57908	-0.66091
HG03929	-0.26345	-0.44877	1.52081	-0.24677
HG03930	-0.1577	-0.7219	0.52821	0.14271
HG03931	-1.5889	0.53676	0.45451	-0.14758
HG03934	-1.1657	0.34752	-0.3586	-1.31118
HG03937	0.30923	-0.18095	-0.44808	-0.17576
HG03940	0.72309	0.40457	0.87478	-0.01502
HG03941	-1.22341	0.16493	-0.09762	-0.63604
HG03942	0.09225	0.99324	0.31277	-1.39168
HG03943	-0.7957	-0.51362	-0.92143	-2.33966
HG03944	0.06911	0.77881	-0.09331	0.6174
HG03945	2.63958	-0.60215	-1.57477	0.68631
HG03947	-0.50314	0.73177	-0.01442	-0.39909
HG03949	-1.62083	1.09827	0.21363	-0.00393
HG03950	-0.76278	-1.09769	0.19511	1.47669
HG03951	-1.26991	-0.56501	2.13339	-0.4375
HG03953	-0.35188	-0.55669	0.15245	-2.55581
HG03955	0.37639	-0.99663	1.25093	0.17851
HG03960	0.56273	0.20682	0.57149	-1.63005
HG03963	-2.39902	1.84779	-1.73489	1.11961
HG03965	-0.56621	1.18667	-0.38238	-1.49647
HG03967	0.19324	-1.20222	-0.86287	-0.52793
HG03968	-0.25028	0.75638	-1.98918	1.36741
HG03969	-0.36223	1.34022	0.15753	0.0384
HG03971	-0.70299	0.12718	-0.61744	-0.26922
HG03973	-0.87115	-1.03956	-0.20432	1.02853
HG03974	1.27156	-0.63183	-0.48445	0.90145
HG03976	-0.19107	0.75829	0.87707	0.02962
HG03977	0.02648	-1.12451	1.72204	1.3571
HG03978	0.62546	0.83528	0.62033	-0.36887
HG03985	-0.20218	0.58749	0.76115	-0.28984
HG03986	-0.34673	0.54059	0.90032	-0.88501
HG03989	1.19504	-1.61902	0.11056	-0.78431
HG03990	0.27339	1.66691	0.12199	0.14837
HG03991	-1.85613	-0.93541	0.42617	-0.54161
HG03992	-1.18099	-1.96421	0.14693	-0.21325
HG03995	0.68698	0.09377	0.85951	1.99025
HG03998	-1.99806	0.06936	-0.65184	0.35752
HG03999	-0.09709	1.01656	-0.41951	-0.69742
HG04001	-3.10041	-0.00994	2.69127	-0.59687
HG04002	2.92835	1.00516	-0.48891	-0.24573
HG04003	1.00742	-1.82446	-0.07027	0.24864
HG04006	0.33925	1.99086	-3.20977	1.79769
HG04014	-1.12118	0.43338	-0.10012	-0.14687
HG04015	-0.31695	-1.00474	0.68236	1.2336
HG04017	-1.37627	0.7497	1.45576	-0.45204
HG04018	0.34141	0.31635	-1.20708	0.51707
HG04019	-0.24843	-1.26569	1.38546	-1.21783
HG04020	0.00664	-0.89769	-0.41182	-0.82297
HG04022	-3.03241	-0.173	0.19005	-0.64376
HG04023	0.85111	0.4631	-0.19896	-1.77758
HG04025	1.80096	0.73047	0.89254	-0.02078
HG04026	0.10053	-1.89365	-0.08423	0.35626
HG04029	-1.64188	0.18022	0.61507	0.60797
HG04033	1.21871	-0.03849	-1.54443	1.52816
HG04035	-0.72229	-0.12037	-1.14373	0.98156
HG04036	-1.01571	1.8804	0.41618	-0.17955
HG04038	1.35433	-0.3573	-0.6733	-0.26669
HG04039	-0.13427	-0.86118	1.82748	0.61843
HG04042	0.54215	1.38259	0.47773	-0.04826
HG04047	0.62658	1.49413	-0.34275	0.84741
HG04054	0.49406	0.10643	0.50985	-1.42956
HG04056	-1.11728	-0.74097	1.10717	0.0941
HG04059	-1.07753	-0.30743	-0.0491	-0.11094
HG04060	1.3475	-0.77799	-0.38389	0.00275
HG04061	2.11906	-1.01394	-0.70114	2.73889
HG04062	-0.45432	0.73053	-0.2032	0.01861
HG04063	-0.48399	1.01197	2.4205	0.38601
HG04070	-2.40734	-0.34872	1.37428	-1.033
HG04075	0.69781	-0.93216	2.67975	-0.39331
